codeName	freq	angles	radiusIs	lineX	lineY
				-2.7297294	1.2444187
				-2.9839077	0.31031364
				-0.8881751	-2.8655095
				0.657948	-2.9269617
				-2.4229882	1.7689342
				2.4535608	1.7262794
				1.0653499	2.8044658
				-2.4370315	1.7495363
				2.936	0.6163638
				2.9985862	-0.09208903
				-2.2265434	2.0105977
				-0.87857026	2.8684692
				-0.54045534	2.9509168
				0.12583734	2.9973598
				2.4414732	1.7433325
				0.78234255	2.8961942
				-0.23004077	2.991167
				-2.4535384	1.726311
				-0.87619114	-2.8691964
				-0.29441783	2.985518
				-0.88719654	2.8658128
				-1.1267523	-2.7803648
				-0.3590536	2.9784358
				-2.9999988	-0.002850598
				2.9043148	0.7516353
				-0.42386752	2.969905
				2.2655387	1.9665539
				-1.006017	2.8262925
				-2.7897573	-1.1032928
				0.09998694	2.9983332
				1.2441059	2.7298717
				-2.519349	-1.6287664
				-0.041994885	2.999706
				1.2617086	2.721781
				0.62080276	2.9350643
				-2.8161838	-1.0339774
				-2.5604362	1.5633829
				2.5846448	1.5230272
				-2.8354473	-0.9799177
				-2.5846453	1.5230259
				1.9146112	-2.3096027
				-2.849102	-0.9394771
				-2.6092453	1.4804858
				-2.8833094	0.82856923
				-2.8583088	-0.91108227
				-2.6340442	1.4359012
				0.42386603	2.9699054
				-2.8639216	-0.8932822
				-2.6588666	1.3893985
				-0.8603027	-2.8740008
				-2.5848875	-1.5226154
				-2.8147726	1.0378134
				2.9812086	0.3352525
				-1.4759752	2.6117997
				-2.280724	-1.9489224
				-1.1165104	2.7844934
				-2.9626641	0.47182837
				-2.9802063	-0.3440496
				-0.5255717	-2.9536037
				-2.6117704	-1.4760265
				-1.0223167	2.8204374
				-2.854701	0.92232394
				-1.9333137	-2.29397
				-2.866562	-0.8847728
				-0.87617314	2.8692021
				-1.4203234	2.6424766
				-2.8666773	-0.88439834
				-0.9397254	2.8490202
				-2.9994373	-0.058089115
				-2.821347	-1.0198042
				1.8991864	2.322303
				-2.864588	-0.8911431
				-2.9985862	-0.09209106
				-1.5355153	2.5772452
				-2.8605187	-0.9041199
				-2.9972034	-0.12950632
				-1.4717937	-2.6141584
				-1.6607645	-2.4983718
				-2.3719306	1.8368304
				-0.7883264	2.894571
				-3	-3.21E-07
				-1.6607652	2.4983711
				0.14981285	-2.996257
				-2.8546271	-0.9225534
				-2.1073358	2.1352134
				-2.4450998	-1.7382426
				-2.8470206	-0.94576603
				-2.1536498	2.0884905
				1.2225772	2.739581
				-2.837772	-0.97316587
				-1.6911666	-2.4778936
				1.7848697	-2.4112737
				-2.8269272	-1.0042325
				-1.7332637	-2.4486315
				2.8867958	-0.8163401
				1.9535033	2.2768016
				0.6975035	-2.9177883
				-1.6384971	-2.5130315
				-2.5253966	-1.619374
				-2.9282215	-0.652319
				-0.4981202	2.958357
				-2.9855273	0.29432365
				-1.864222	2.3504632
				1.33952	-2.684341
				-2.990721	0.23577163
				1.7466102	2.4391294
				-0.2651841	2.9882567
				-2.6848617	1.3384761
				-2.896799	0.78009915
				-1.7956395	-2.4032643
				-2.8753355	0.85583067
				-2.4064736	1.791336
				-2.8911748	0.8006917
				-1.5540903	-2.566087
				-2.9059534	0.7452748
				-2.9854395	-0.29521146
				-2.9196649	0.6896065
				-2.3777795	-1.8292527
				-1.2949654	2.7061162
				0.069221295	-2.9992013
				-0.72960424	2.9099274
				-1.9129267	-2.3109982
				-2.249411	1.984981
				-0.5327347	2.95232
				2.2143037	2.0240703
				0.15630394	2.9959254
				-2.4112756	1.784867
				-0.9900958	2.8319092
				0.28228205	2.98669
				-2.45035	1.7308334
				-2.9275727	0.6552234
				-2.06468	2.176487
				-2.4882016	1.6759633
				-2.9410708	0.5916946
				-2.3628182	-1.8485372
				-2.3561444	1.8570364
				-1.3264617	2.6908176
				-2.896026	-0.78296494
				-2.031406	-2.2075753
				-2.524793	1.620315
				-1.7004064	2.471562
				-2.999165	-0.07077117
				-2.56009	1.56395
				-1.7518283	2.4353845
				-2.3124719	-1.911145
				-2.5940616	1.506932
				-1.8019627	2.3985267
				-0.64034015	2.930864
				-2.6266804	1.4493275
				-2.859287	0.9080075
				-1.7133765	-2.4625883
				-2.657922	1.391205
				0.8879404	2.8655825
				0.01443829	2.9999652
				1.9678605	2.2644038
				-2.9895577	0.2500862
				1.1493979	2.77108
				2.9756515	0.38144237
				0.28041083	2.986866
				1.4735972	2.6131423
				-2.9591181	0.4935792
				0.67077124	2.9240496
				-0.10578707	2.9981341
				1.4826648	2.608008
				2.317381	1.9051895
				2.9086738	0.7345868
				-0.21053559	2.9926033
				0.900941	2.8615217
				1.9670312	2.2651243
				-1.6536732	-2.5030713
				1.5431926	2.5726554
				0.5917684	2.9410563
				0.71297705	-2.9140458
				1.8534818	-2.3589418
				2.4922416	-1.6699498
				-2.407494	1.7899642
				1.144182	-2.773238
				2.369339	-1.8401716
				-1.582699	-2.5485415
				1.0666325	-2.8039784
